Symbol,Date,ROE_Percent,Asset_Growth_Rate_Percent
CNP,2024-07-30,9.2,4.68
CNP,2024-10-27,9.2,4.68
CNP,2024-10-28,7.58,2.04
CNP,2025-02-19,7.58,2.04
CNP,2025-02-20,9.77,1.64
COF,2019-07-18,10.66,0.11
COF,2019-10-23,10.66,0.11
COF,2019-10-24,10.44,1.39
COF,2020-01-20,10.44,1.39
COF,2020-01-21,7.16,3.05
COF,2020-04-22,7.16,3.05
COF,2020-04-23,-2.47,1.67
COF,2020-07-20,-2.47,1.67
COF,2020-07-21,-7.15,6.15
COF,2020-10-21,-7.15,6.15
COF,2020-10-22,4.05,0.14
COF,2021-01-25,4.05,0.14
COF,2021-01-26,4.15,-0.07
COF,2021-04-26,4.15,-0.07
COF,2021-04-27,23.22,0.85
COF,2021-07-21,23.22,0.85
COF,2021-07-22,24.24,-0.41
COF,2021-10-25,24.24,-0.41
COF,2021-10-26,18.64,0.46
COF,2022-01-24,18.64,0.46
COF,2022-01-25,16.13,1.65
COF,2022-04-25,16.13,1.65
COF,2022-04-26,15.79,0.42
COF,2022-07-20,15.79,0.42
COF,2022-07-21,15.81,1.4
COF,2022-10-26,15.81,1.4
COF,2022-10-27,13.01,0.9
COF,2023-01-23,13.01,0.9
COF,2023-01-24,9.76,2.48
COF,2023-04-26,9.76,2.48
COF,2023-04-27,7.11,3.6
COF,2023-07-19,7.11,3.6
COF,2023-07-20,10.7,-0.82
COF,2023-10-25,10.7,-0.82
COF,2023-10-26,13.59,0.78
COF,2024-01-24,13.59,0.78
COF,2024-01-25,5.03,1.49
COF,2024-04-24,5.03,1.49
COF,2024-04-25,9.03,0.68
COF,2024-07-22,9.03,0.68
COF,2024-07-23,8.32,-0.35
COF,2024-10-23,8.32,-0.35
COF,2024-10-24,11.99,1.34
COF,2025-01-20,11.99,1.34
COF,2025-01-21,7.66,0.76
COF,2025-04-21,7.66,0.76
COF,2025-04-22,9.23,0.71
COP,2019-07-30,13.89,-0.33
COP,2019-10-28,13.89,-0.33
COP,2019-10-29,10.73,-1.29
COP,2020-02-03,10.73,-1.29
COP,2020-02-04,9.48,0.25
COP,2020-04-29,9.48,0.25
COP,2020-04-30,5.86,-7.77
COP,2020-07-29,5.86,-7.77
COP,2020-07-30,-3.17,-3.06
COP,2020-10-28,-3.17,-3.06
COP,2020-10-29,-1.06,0.18
COP,2021-02-01,-1.06,0.18
COP,2021-02-02,-2.65,-0.85
COP,2021-05-03,-2.65,-0.85
COP,2021-05-04,2.47,33.66
COP,2021-08-02,2.47,33.66
COP,2021-08-03,15.7,2.04
COP,2021-11-01,15.7,2.04
COP,2021-11-02,21.47,2.23
COP,2022-02-02,21.47,2.23
COP,2022-02-03,26.9,3.85
COP,2022-05-04,26.9,3.85
COP,2022-05-05,36.26,2.92
COP,2022-08-03,36.26,2.92
COP,2022-08-04,40.92,0.41
COP,2022-11-02,40.92,0.41
COP,2022-11-03,36.98,1.22
COP,2023-02-01,36.98,1.22
COP,2023-02-02,27.81,-1.06
COP,2023-05-03,27.81,-1.06
COP,2023-05-04,24.08,-2.55
COP,2023-08-02,24.08,-2.55
COP,2023-08-03,0.02,-2.01
COP,2023-11-01,0.02,-2.01
COP,2023-11-02,21.84,4.52
COP,2024-02-07,21.84,4.52
COP,2024-02-08,23.6,2.43
COP,2024-05-01,23.6,2.43
COP,2024-05-02,19.54,-0.6
COP,2024-07-31,19.54,-0.6
COP,2024-08-01,18.81,0.68
COP,2024-10-30,18.81,0.68
COP,2024-10-31,16.71,0.73
COP,2025-02-05,16.71,0.73
COP,2025-02-06,16.78,26.97
COP,2025-05-07,16.78,26.97
COP,2025-05-08,16.48,1.2
COR,2019-08-01,50.32,2.52
COR,2019-11-06,50.32,2.52
COR,2019-11-07,45.22,0.42
COR,2020-08-04,45.22,0.42
COR,2020-08-05,40.23,-0.47
COR,2020-11-04,40.23,-0.47
COR,2020-11-05,27.43,-0.23
COR,2022-02-01,27.43,-0.23
COR,2022-02-02,368.03,-1.07
COR,2022-05-03,368.03,-1.07
COR,2022-05-04,362.71,2.38
COR,2022-08-02,362.71,2.38
COR,2022-08-03,311.69,1.48
COR,2023-05-01,311.69,1.48
COR,2023-05-02,978.77,4.1
COR,2023-08-01,978.77,4.1
COR,2023-08-02,332.82,2.26
COR,2023-11-01,332.82,2.26
COR,2023-11-02,292.7,3.41
COR,2024-01-30,292.7,3.41
COR,2024-01-31,306.29,-1.27
COR,2024-04-30,306.29,-1.27
COR,2024-05-01,267.48,4.55
COR,2024-07-30,267.48,4.55
COR,2024-07-31,233.76,0.49
COR,2024-11-05,233.76,0.49
COR,2024-11-06,364.29,2.91
COR,2025-02-04,364.29,2.91
COR,2025-02-05,506.89,3.1
COST,2019-10-03,32.1,13.28
COST,2019-12-11,32.1,13.28
COST,2019-12-12,19.73,-5.15
COST,2020-03-04,19.73,-5.15
COST,2020-03-05,22.93,6.05
COST,2020-05-27,22.93,6.05
COST,2020-05-28,20.06,7.39
COST,2020-09-23,20.06,7.39
COST,2020-09-24,30.83,8.39
COST,2020-12-09,30.83,8.39
COST,2020-12-10,24.64,-8.8
COST,2021-03-03,24.64,-8.8
COST,2021-03-04,24.3,4.29
COST,2021-05-26,24.3,4.29
COST,2021-05-27,30.37,3.48
COST,2021-09-22,30.37,3.48
COST,2021-09-23,40.72,8.24
COST,2021-12-08,40.72,8.24
COST,2021-12-09,29.46,-1.67
COST,2022-03-02,29.46,-1.67
COST,2022-03-03,27.43,1.23
COST,2022-05-25,27.43,1.23
COST,2022-05-26,28.65,0.49
COST,2022-09-21,28.65,0.49
COST,2022-09-22,36.8,2.9
COST,2023-03-01,36.8,2.9
COST,2023-03-02,6.62,1.24
COST,2023-05-24,6.62,1.24
COST,2023-05-25,22.47,-0.14
COST,2023-09-25,22.47,-0.14
COST,2023-09-26,35.54,3.36
COST,2023-12-13,35.54,3.36
COST,2023-12-14,24.82,6.85
COST,2024-03-06,24.82,6.85
COST,2024-03-07,29.73,-10.04
COST,2024-05-29,29.73,-10.04
COST,2024-05-30,31.62,2.39
COST,2024-09-25,31.62,2.39
COST,2024-09-26,41.49,2.83
COST,2024-12-11,41.49,2.83
COST,2024-12-12,29.92,5.09
COST,2025-03-05,29.92,5.09
COST,2025-03-06,28.59,-0.22
COST,2025-05-28,28.59,-0.22
COST,2025-05-29,28.89,3.08
CRL,2019-07-31,22.74,2.41
CRL,2019-11-05,22.74,2.41
CRL,2019-11-06,22.44,10.85
CRL,2020-02-10,22.44,10.85
CRL,2020-02-11,25.28,0.75
CRL,2020-10-28,25.28,0.75
CRL,2020-10-29,25.86,-0.53
CRL,2021-02-16,25.86,-0.53
CRL,2021-02-17,13.22,5.32
CRL,2021-05-03,13.22,5.32
CRL,2021-05-04,24.04,5.79
CRL,2021-08-03,24.04,5.79
CRL,2021-08-04,23.77,15.69
CRL,2021-11-02,23.77,15.69
CRL,2021-11-03,23.46,5.03
CRL,2022-02-15,23.46,5.03
CRL,2022-02-16,20.71,-0.48
CRL,2022-05-03,20.71,-0.48
CRL,2022-05-04,21.9,0.72
CRL,2022-08-02,21.9,0.72
CRL,2022-08-03,21.59,6.42
CRL,2022-11-01,21.59,6.42
CRL,2022-11-02,20.48,-1.95
CRL,2023-02-21,20.48,-1.95
CRL,2023-02-22,21.83,2.98
CRL,2023-05-10,21.83,2.98
CRL,2023-05-11,18.8,1.27
CRL,2023-08-08,18.8,1.27
CRL,2023-08-09,17.58,0.95
CRL,2023-11-07,17.58,0.95
CRL,2023-11-08,17.35,-2.13
CRL,2024-02-13,17.35,-2.13
CRL,2024-02-14,14.86,7.73
CRL,2024-05-08,14.86,7.73
CRL,2024-05-09,13.1,-0.52
CRL,2024-08-06,13.1,-0.52
CRL,2024-08-07,15.85,-2.51
CRL,2024-11-05,15.85,-2.51
CRL,2024-11-06,14.34,0.7
CRL,2025-02-18,14.34,0.7
CRL,2025-02-19,15.17,-5.94
CRL,2025-05-06,15.17,-5.94
CRL,2025-05-07,14.32,0.72
CRM,2019-08-22,3.13,7.86
CRM,2019-12-02,3.13,7.86
CRM,2019-12-03,10.74,0.55
CRM,2020-02-24,10.74,0.55
CRM,2020-02-25,7.17,49.81
CRM,2020-05-27,7.17,49.81
CRM,2020-05-28,10.4,10.38
CRM,2020-08-24,10.4,10.38
CRM,2020-08-25,14.54,-2.73
CRM,2020-11-30,14.54,-2.73
CRM,2020-12-01,16.64,7.75
CRM,2021-02-24,16.64,7.75
CRM,2021-02-25,2.38,2.35
CRM,2021-05-26,2.38,2.35
CRM,2021-05-27,2.71,12.12
CRM,2021-08-24,2.71,12.12
CRM,2021-08-25,2.86,-2.14
CRM,2021-11-29,2.86,-2.14
CRM,2021-11-30,2.26,36.64
CRM,2022-02-28,2.26,36.64
CRM,2022-03-01,1.46,-1.38
CRM,2022-05-30,1.46,-1.38
CRM,2022-05-31,6.71,8.89
CRM,2022-08-23,6.71,8.89
CRM,2022-08-24,8.0,-2.3
CRM,2022-11-29,8.0,-2.3
CRM,2022-11-30,2.34,1.21
CRM,2023-02-28,2.34,1.21
CRM,2023-03-01,2.81,-2.4
CRM,2023-05-30,2.81,-2.4
CRM,2023-05-31,2.89,7.58
CRM,2023-08-29,2.89,7.58
CRM,2023-08-30,3.63,-5.37
CRM,2023-11-28,3.63,-5.37
CRM,2023-11-29,3.56,-1.17
CRM,2024-02-27,3.56,-1.17
CRM,2024-02-28,15.26,-1.54
CRM,2024-05-28,15.26,-1.54
CRM,2024-05-29,16.14,9.67
CRM,2024-08-27,16.14,9.67
CRM,2024-08-28,17.01,-3.65
CRM,2024-12-02,17.01,-3.65
CRM,2024-12-03,15.99,-4.16
CRM,2025-02-25,15.99,-4.16
CRM,2025-02-26,15.51,-0.85
CRM,2025-05-27,15.51,-0.85
CRM,2025-05-28,16.41,12.62
CSCO,2019-08-14,37.37,-5.42
CSCO,2019-11-12,37.37,-5.42
CSCO,2019-11-13,37.18,-2.23
CSCO,2020-02-11,37.18,-2.23
CSCO,2020-02-12,14.38,1.07
CSCO,2020-05-12,14.38,1.07
CSCO,2020-05-13,37.82,3.78
CSCO,2020-08-11,37.82,3.78
CSCO,2020-08-12,36.88,0.16
CSCO,2020-11-11,36.88,0.16
CSCO,2020-11-12,33.77,0.63
CSCO,2021-02-07,33.77,0.63
CSCO,2021-02-08,34.81,-1.78
CSCO,2021-05-18,34.81,-1.78
CSCO,2021-05-19,35.39,3.84
CSCO,2021-08-17,35.39,3.84
CSCO,2021-08-18,34.87,-1.55
CSCO,2021-11-16,34.87,-1.55
CSCO,2021-11-17,33.1,-1.79
CSCO,2022-02-15,33.1,-1.79
CSCO,2022-02-16,28.9,-1.55
CSCO,2022-05-17,28.9,-1.55
CSCO,2022-05-18,36.37,1.3
CSCO,2022-08-16,36.37,1.3
CSCO,2022-08-17,22.77,-1.01
CSCO,2022-11-15,22.77,-1.01
CSCO,2022-11-16,35.47,2.99
CSCO,2023-02-14,35.47,2.99
CSCO,2023-02-15,8.9,1.76
CSCO,2023-05-16,8.9,1.76
CSCO,2023-05-17,39.26,4.43
CSCO,2023-08-15,39.26,4.43
CSCO,2023-08-16,43.21,-3.01
CSCO,2023-11-14,43.21,-3.01
CSCO,2023-11-15,40.44,2.42
CSCO,2024-02-13,40.44,2.42
CSCO,2024-02-14,32.26,21.57
CSCO,2024-05-14,32.26,21.57
CSCO,2024-05-15,30.89,1.15
CSCO,2024-08-13,30.89,1.15
CSCO,2024-08-14,30.96,-0.87
CSCO,2024-11-12,30.96,-0.87
CSCO,2024-11-13,32.37,-1.59
CSCO,2025-05-13,32.37,-1.59
CSCO,2025-05-14,33.51,-1.31
CSGP,2019-07-23,10.3,2.04
CSGP,2019-10-21,10.3,2.04
CSGP,2019-10-22,11.78,2.62
CSGP,2020-02-24,11.78,2.62
CSGP,2020-02-25,12.34,3.73
CSGP,2020-04-27,12.34,3.73
CSGP,2020-04-28,10.46,21.55
CSGP,2020-07-27,10.46,21.55
CSGP,2020-07-28,8.14,38.3
CSGP,2020-10-26,8.14,38.3
CSGP,2020-10-27,6.77,4.91
CSGP,2021-02-22,6.77,4.91
CSGP,2021-02-23,8.4,1.74
CSGP,2021-04-26,8.4,1.74
CSGP,2021-04-27,8.0,0.38
CSGP,2021-07-26,8.0,0.38
CSGP,2021-07-27,7.5,1.93
CSGP,2021-10-25,7.5,1.93
CSGP,2021-10-26,7.11,0.79
CSGP,2022-02-21,7.11,0.79
CSGP,2022-02-22,9.74,1.76
CSGP,2022-04-25,9.74,1.76
CSGP,2022-04-26,5.68,1.39
CSGP,2022-07-25,5.68,1.39
CSGP,2022-07-26,7.68,0.86
CSGP,2022-10-24,7.68,0.86
CSGP,2022-10-25,1.87,10.58
CSGP,2023-02-20,1.87,10.58
CSGP,2023-02-21,9.02,2.4
CSGP,2023-04-24,9.02,2.4
CSGP,2023-04-25,4.52,1.36
CSGP,2023-07-24,4.52,1.36
CSGP,2023-07-25,7.2,2.05
CSGP,2023-10-23,7.2,2.05
CSGP,2023-10-24,6.72,0.92
CSGP,2024-02-19,6.72,0.92
CSGP,2024-02-20,7.34,1.69
CSGP,2024-04-22,7.34,1.69
CSGP,2024-04-23,2.27,1.29
CSGP,2024-07-22,2.27,1.29
CSGP,2024-07-23,0.83,0.36
CSGP,2024-10-21,0.83,0.36
CSGP,2024-10-22,4.74,0.79
CSGP,2025-02-17,4.74,0.79
CSGP,2025-02-18,5.38,1.29
CSX,2019-07-16,28.17,-0.6
CSX,2019-10-15,28.17,-0.6
CSX,2019-10-16,28.35,2.3
CSX,2020-01-15,28.35,2.3
CSX,2020-01-16,25.98,-1.39
CSX,2020-04-21,25.98,-1.39
CSX,2020-04-22,25.92,1.51
CSX,2020-07-21,25.92,1.51
CSX,2020-07-22,16.6,0.18
CSX,2020-10-20,16.6,0.18
CSX,2020-10-21,23.66,1.39
CSX,2021-01-20,23.66,1.39
CSX,2021-01-21,24.68,0.89
CSX,2021-04-19,24.68,0.89
CSX,2021-04-20,21.5,-0.25
CSX,2021-07-20,21.5,-0.25
CSX,2021-07-21,26.74,0.81
CSX,2021-10-19,26.74,0.81
CSX,2021-10-20,29.11,0.28
CSX,2022-01-19,29.11,0.28
CSX,2022-01-20,28.02,1.0
CSX,2022-04-19,28.02,1.0
CSX,2022-04-20,25.74,-0.19
CSX,2022-07-19,25.74,-0.19
CSX,2022-07-20,11.66,-0.21
CSX,2022-10-19,11.66,-0.21
CSX,2022-10-20,33.02,4.65
CSX,2023-01-24,33.02,4.65
CSX,2023-01-25,30.89,-0.78
CSX,2023-04-19,30.89,-0.78
CSX,2023-04-20,7.91,-1.04
CSX,2023-07-19,7.91,-1.04
CSX,2023-07-20,32.39,-0.63
CSX,2023-10-18,32.39,-0.63
CSX,2023-10-19,27.94,1.54
CSX,2024-01-23,27.94,1.54
CSX,2024-01-24,29.43,0.86
CSX,2024-04-16,29.43,0.86
CSX,2024-04-17,29.1,1.14
CSX,2024-08-04,29.1,1.14
CSX,2024-08-05,30.56,-0.78
CSX,2024-10-15,30.56,-0.78
CSX,2024-10-16,27.99,1.67
CSX,2025-01-22,27.99,1.67
CSX,2025-01-23,25.62,-0.71
CSX,2025-04-15,25.62,-0.71
CSX,2025-04-16,20.95,1.02
CTAS,2019-07-16,29.38,0.04
CTAS,2019-09-23,29.38,0.04
CTAS,2019-09-24,33.15,3.03
CTAS,2019-12-16,33.15,3.03
CTAS,2019-12-17,31.99,2.94
CTAS,2020-03-18,31.99,2.94
CTAS,2020-03-19,29.8,0.19
CTAS,2020-07-22,29.8,0.19
CTAS,2020-07-23,17.63,-2.94
CTAS,2020-09-22,17.63,-2.94
CTAS,2020-09-23,35.09,4.87
CTAS,2020-12-21,35.09,4.87
CTAS,2020-12-22,31.64,5.11
CTAS,2021-03-16,31.64,5.11
CTAS,2021-03-17,27.88,-1.27
CTAS,2021-07-14,27.88,-1.27
CTAS,2021-07-15,28.54,-1.33
CTAS,2021-09-28,28.54,-1.33
CTAS,2021-09-29,37.86,-4.6
CTAS,2021-12-21,37.86,-4.6
CTAS,2021-12-22,34.31,2.03
CTAS,2022-03-22,34.31,2.03
CTAS,2022-03-23,36.8,1.89
CTAS,2022-07-13,36.8,1.89
CTAS,2022-07-14,35.68,-0.26
CTAS,2022-09-27,35.68,-0.26
CTAS,2022-09-28,10.76,1.4
CTAS,2022-12-20,10.76,1.4
CTAS,2022-12-21,38.95,2.01
CTAS,2023-03-28,38.95,2.01
CTAS,2023-03-29,24.36,0.46
CTAS,2023-07-12,24.36,0.46
CTAS,2023-07-13,36.94,0.95
CTAS,2023-09-25,36.94,0.95
CTAS,2023-09-26,38.79,2.03
CTAS,2023-12-20,38.79,2.03
CTAS,2023-12-21,37.12,1.08
CTAS,2024-03-26,37.12,1.08
CTAS,2024-03-27,38.65,1.87
CTAS,2024-07-17,38.65,1.87
CTAS,2024-07-18,38.76,2.12
CTAS,2024-09-24,38.76,2.12
CTAS,2024-09-25,43.37,-1.09
CTAS,2024-12-18,43.37,-1.09
CTAS,2024-12-19,43.15,3.28
CTAS,2025-03-25,43.15,3.28
CTAS,2025-03-26,41.73,2.61
CTLT,2019-08-27,21.06,14.27
CTLT,2019-11-04,21.06,14.27
CTLT,2019-11-05,7.13,9.84
CTLT,2020-02-02,7.13,9.84
CTLT,2020-02-03,12.58,2.67
CTLT,2020-05-04,12.58,2.67
CTLT,2020-05-05,12.96,2.68
CTLT,2020-08-30,12.96,2.68
CTLT,2020-08-31,19.61,6.97
CTLT,2020-11-02,19.61,6.97
CTLT,2020-11-03,9.5,3.91
CTLT,2021-02-01,9.5,3.91
CTLT,2021-02-02,12.2,11.75
CTLT,2021-05-03,12.2,11.75
CTLT,2021-05-04,15.76,0.2
CTLT,2021-08-29,15.76,0.2
CTLT,2021-08-30,5.48,1.17
CTLT,2021-11-01,5.48,1.17
CTLT,2021-11-02,5.99,1.79
CTLT,2022-01-31,5.99,1.79
CTLT,2022-02-01,3.83,-2.87
CTLT,2022-05-02,3.83,-2.87
CTLT,2022-05-03,2.73,9.23
CTLT,2022-08-28,2.73,9.23
CTLT,2022-08-29,3.98,-2.84
CTLT,2022-10-31,3.98,-2.84
CTLT,2022-11-01,5.14,-0.49
CTLT,2023-02-06,5.14,-0.49
CTLT,2023-02-07,2.54,-7.0
CTLT,2023-06-11,2.54,-7.0
CTLT,2023-06-12,-0.97,-0.35
CTLT,2023-08-28,-0.97,-0.35
CTLT,2023-08-29,0.34,-1.09
CTLT,2023-11-14,0.34,-1.09
CTLT,2023-11-15,-1.22,-1.28
CTLT,2024-02-08,-1.22,-1.28
CTLT,2024-02-09,-0.41,-0.46
CTRA,2019-07-26,25.82,0.13
CTRA,2019-10-23,25.82,0.13
CTRA,2019-10-24,21.01,-2.4
CTRA,2020-02-19,21.01,-2.4
CTRA,2020-02-20,22.13,2.36
CTRA,2020-04-29,22.13,2.36
CTRA,2020-04-30,9.63,0.6
CTRA,2020-07-29,9.63,0.6
CTRA,2020-07-30,3.32,1.31
CTRA,2020-10-28,3.32,1.31
CTRA,2020-10-29,6.96,2.61
CTRA,2021-02-22,6.96,2.61
CTRA,2021-02-23,19.32,320.66
CTRA,2021-07-29,19.32,320.66
CTRA,2021-07-30,18.32,2.15
CTRA,2021-11-02,18.32,2.15
CTRA,2021-11-03,35.79,1.57
CTRA,2022-02-22,35.79,1.57
CTRA,2022-02-23,38.11,-1.66
CTRA,2023-02-21,38.11,-1.66
CTRA,2023-02-22,28.57,-0.74
CTRA,2023-05-03,28.57,-0.74
CTRA,2023-05-04,5.22,-0.07
CTRA,2023-08-06,5.22,-0.07
CTRA,2023-08-07,9.2,-1.29
CTRA,2023-11-05,9.2,-1.29
CTRA,2023-11-06,11.72,1.12
CTRA,2024-02-21,11.72,1.12
CTRA,2024-02-22,11.98,1.56
CTRA,2024-05-01,11.98,1.56
CTRA,2024-05-02,11.72,2.64
CTRA,2024-07-31,11.72,2.64
CTRA,2024-08-01,8.33,-0.9
CTRA,2024-10-30,8.33,-0.9
CTRA,2024-10-31,7.15,-3.07
CTRA,2025-02-23,7.15,-3.07
CTRA,2025-02-24,10.94,7.45
CTRA,2025-05-04,10.94,7.45
CTRA,2025-05-05,10.67,10.76
CTSH,2019-07-31,19.5,-3.6
CTSH,2019-10-29,19.5,-3.6
CTSH,2019-10-30,22.35,2.11
CTSH,2020-02-04,22.35,2.11
CTSH,2020-02-05,21.59,2.27
CTSH,2020-05-06,21.59,2.27
CTSH,2020-05-07,19.38,7.56
CTSH,2020-07-28,19.38,7.56
CTSH,2020-07-29,16.44,4.52
CTSH,2020-10-27,16.44,4.52
CTSH,2020-10-28,12.59,3.13
CTSH,2021-02-02,12.59,3.13
CTSH,2021-02-03,13.02,-9.92
CTSH,2021-05-04,13.02,-9.92
CTSH,2021-05-05,18.3,-1.55
CTSH,2021-07-27,18.3,-1.55
CTSH,2021-07-28,18.8,1.01
CTSH,2021-10-26,18.8,1.01
CTSH,2021-10-27,19.6,2.39
CTSH,2022-02-01,19.6,2.39
CTSH,2022-02-02,19.58,3.6
CTSH,2022-05-03,19.58,3.6
CTSH,2022-05-04,3.16,-2.34
CTSH,2022-07-26,3.16,-2.34
CTSH,2022-07-27,19.9,-1.01
CTSH,2022-11-01,19.9,-1.01
CTSH,2022-11-02,13.49,0.52
CTSH,2023-02-01,13.49,0.52
CTSH,2023-02-02,17.01,2.91
CTSH,2023-05-02,17.01,2.91
CTSH,2023-05-03,18.4,1.65
CTSH,2023-08-01,18.4,1.65
CTSH,2023-08-02,17.45,-0.99
CTSH,2023-10-31,17.45,-0.99
CTSH,2023-11-01,18.18,0.62
CTSH,2024-02-05,18.18,0.62
CTSH,2024-02-06,18.11,2.23
CTSH,2024-04-30,18.11,2.23
CTSH,2024-05-01,4.18,-0.41
CTSH,2024-07-30,4.18,-0.41
CTSH,2024-07-31,17.03,0.93
CTSH,2024-10-29,17.03,0.93
CTSH,2024-10-30,17.5,8.53
CTSH,2025-02-04,17.5,8.53
CTSH,2025-02-05,16.64,-0.98
CTSH,2025-04-29,16.64,-0.98
CTSH,2025-04-30,17.8,0.01
CTVA,2019-10-31,-4.57,-1.73
CTVA,2020-01-29,-4.57,-1.73
CTVA,2020-01-30,0.86,-1.94
CTVA,2020-05-05,0.86,-1.94
CTVA,2020-05-06,7.43,1.37
CTVA,2020-08-04,7.43,1.37
CTVA,2020-08-05,15.61,-1.86
CTVA,2020-11-03,15.61,-1.86
CTVA,2020-11-04,-4.85,-1.16
CTVA,2021-02-02,-4.85,-1.16
CTVA,2021-02-03,0.13,2.3
CTVA,2021-05-03,0.13,2.3
CTVA,2021-05-04,9.59,-0.23
CTVA,2021-08-04,9.59,-0.23
CTVA,2021-08-05,16.71,-2.47
CTVA,2021-11-02,16.71,-2.47
CTVA,2021-11-03,-1.6,-0.9
CTVA,2022-02-01,-1.6,-0.9
CTVA,2022-02-02,0.97,2.97
CTVA,2022-05-03,0.97,2.97
CTVA,2022-05-04,1.82,0.68
CTVA,2022-08-03,1.82,0.68
CTVA,2022-08-04,18.55,-4.05
CTVA,2022-11-02,18.55,-4.05
CTVA,2022-11-03,-1.35,-0.62
CTVA,2023-01-31,-1.35,-0.62
CTVA,2023-02-01,0.47,4.84
CTVA,2023-05-02,0.47,4.84
CTVA,2023-05-03,13.0,6.76
CTVA,2023-08-02,13.0,6.76
CTVA,2023-08-03,17.58,-2.88
CTVA,2023-11-07,17.58,-2.88
CTVA,2023-11-08,-2.5,-2.44
CTVA,2024-01-30,-2.5,-2.44
CTVA,2024-01-31,1.64,-0.26
CTVA,2024-04-30,1.64,-0.26
CTVA,2024-05-01,10.04,1.46
CTVA,2024-07-30,10.04,1.46
CTVA,2024-07-31,20.5,-4.95
CTVA,2024-11-05,20.5,-4.95
CTVA,2024-11-06,-5.42,1.07
CTVA,2025-02-04,-5.42,1.07
CTVA,2025-02-05,3.64,-2.58
CTVA,2025-05-06,3.64,-2.58
CTVA,2025-05-07,12.93,3.18
CVS,2019-08-07,16.24,1.06
CVS,2019-11-05,16.24,1.06
CVS,2019-11-06,15.54,3.68
CVS,2020-02-11,15.54,3.68
CVS,2020-02-12,14.36,2.11
CVS,2020-05-05,14.36,2.11
CVS,2020-05-06,15.52,-1.1
CVS,2020-08-04,15.52,-1.1
CVS,2020-08-05,21.75,-0.94
CVS,2020-11-05,21.75,-0.94
CVS,2020-11-06,12.75,-0.48
CVS,2021-02-15,12.75,-0.48
CVS,2021-02-16,9.88,0.68
CVS,2021-05-03,9.88,0.68
CVS,2021-05-04,15.39,1.61
CVS,2021-08-03,15.39,1.61
CVS,2021-08-04,17.8,-0.81
CVS,2021-11-02,17.8,-0.81
CVS,2021-11-03,14.22,-0.05
CVS,2022-02-08,14.22,-0.05
CVS,2022-02-09,14.13,-1.11
CVS,2022-05-03,14.13,-1.11
CVS,2022-05-04,15.81,0.41
CVS,2022-08-02,15.81,0.41
CVS,2022-08-03,17.04,-1.27
CVS,2022-11-01,17.04,-1.27
CVS,2022-11-02,15.15,4.84
CVS,2023-02-07,15.15,4.84
CVS,2023-02-08,14.79,4.49
CVS,2023-05-02,14.79,4.49
CVS,2023-05-03,15.5,0.49
CVS,2023-08-01,15.5,0.49
CVS,2023-08-02,15.79,-0.63
CVS,2023-10-31,15.79,-0.63
CVS,2023-11-01,15.5,0.01
CVS,2024-02-06,15.5,0.01
CVS,2024-02-07,14.52,1.1
CVS,2024-08-06,14.52,1.1
CVS,2024-08-07,12.39,-0.02
CVS,2024-11-05,12.39,-0.02
CVS,2024-11-06,7.3,0.31
CVS,2025-02-11,7.3,0.31
CVS,2025-02-12,8.0,0.94
CVX,2019-08-02,8.66,-7.45
CVX,2019-10-31,8.66,-7.45
CVX,2019-11-01,7.52,-0.32
CVX,2020-01-30,7.52,-0.32
CVX,2020-01-31,7.45,-5.61
CVX,2020-04-30,7.45,-5.61
CVX,2020-05-01,4.06,-0.15
CVX,2020-07-30,4.06,-0.15
CVX,2020-07-31,-2.13,7.5
CVX,2020-10-29,-2.13,7.5
CVX,2020-10-30,0.6,0.77
CVX,2021-07-29,0.6,0.77
CVX,2021-07-30,9.88,0.48
CVX,2021-10-28,9.88,0.48
CVX,2021-10-29,4.23,-1.18
CVX,2022-01-27,4.23,-1.18
CVX,2022-01-28,14.31,-0.17
CVX,2022-04-28,14.31,-0.17
CVX,2022-04-29,10.71,3.97
CVX,2022-07-28,10.71,3.97
CVX,2022-07-29,30.33,3.57
CVX,2022-10-27,30.33,3.57
CVX,2022-10-28,18.24,0.7
CVX,2023-01-26,18.24,0.7
CVX,2023-01-27,19.69,-0.78
CVX,2023-04-27,19.69,-0.78
CVX,2023-04-28,10.5,-0.71
CVX,2023-07-22,10.5,-0.71
CVX,2023-07-23,14.54,-1.61
CVX,2023-10-26,14.54,-1.61
CVX,2023-10-27,14.14,4.82
CVX,2024-02-01,14.14,4.82
CVX,2024-02-02,15.82,-0.87
CVX,2024-04-25,15.82,-0.87
CVX,2024-04-26,12.5,0.01
CVX,2024-08-01,12.5,0.01
CVX,2024-08-02,11.68,-0.38
CVX,2024-10-31,11.68,-0.38
CVX,2024-11-01,11.49,-0.54
CVX,2025-01-30,11.49,-0.54
CVX,2025-01-31,9.42,-0.88
CVX,2025-05-01,9.42,-0.88
CVX,2025-05-02,10.12,-0.21
DD,2019-08-01,4.31,-62.67
DD,2019-10-30,4.31,-62.67
DD,2019-10-31,6.87,-1.02
DD,2020-01-29,6.87,-1.02
DD,2020-01-30,6.84,-1.1
DD,2020-05-04,6.84,-1.1
DD,2020-05-05,3.74,-1.96
DD,2020-07-29,3.74,-1.96
DD,2020-07-30,5.37,-1.82
DD,2020-10-28,5.37,-1.82
DD,2020-10-29,6.92,8.07
DD,2021-02-08,6.92,8.07
